P01-20240203-135502-1 | Open the food processor by holding the lid and rotating it counterclockwise and lifting it off.
P01-20240203-135502-52 | Put down the packaging with the unfolded side exposing half of the butter block on the counter top.
P01-20240203-135502-520 | Spread the oil on the palm of the left hand.
P01-20240203-135502-521 | Continue rolling the dough.
P01-20240203-135502-522 | Put down the dough on the tray.
P01-20240203-135502-523 | Cut the dough.
P01-20240203-135502-524 | Roll the dough.
P01-20240203-135502-525 | Knead the dough.
P01-20240203-135502-526 | Cut a small part out of the dough as it's very big and return it to the bowl.
P01-20240203-135502-527 | Roll the dough.
P01-20240203-135502-528 | Put down the ball of dough on the tray.
P01-20240203-135502-529 | Cut the dough.
P01-20240203-135502-530 | Knead the dough.
P01-20240203-135502-531 | dip the fingers of the right hand into the plate with oil as the dough is getting sticky.
P01-20240203-135502-532 | Touch the palm of the left hand with the oil to oil it.
P01-20240203-135502-533 | Roll the dough.
P01-20240203-135502-534 | Dip the fingers into the plate with oil and spread the oil on the palm of the left hand.
P01-20240203-135502-535 | Roll the dough.
P01-20240203-135502-536 | Put the dough on the tray.
P01-20240203-135502-537 | Cut the dough.
P01-20240203-135502-538 | Roll the dough.
P01-20240203-135502-539 | Put the dough on the second tray. The first tray is now full, so start from the edge of the second tray and put the dough ball.
P01-20240203-135502-540 | Cut the dough.
P01-20240203-135502-541 | Roll the dough.
P01-20240203-135502-542 | Put the dough on the tray.
P01-20240203-135502-543 | Cut the dough.
P01-20240203-135502-544 | Roll the dough.
P01-20240203-135502-545 | Put the dough on the tray.
P01-20240203-135502-546 | Cut the dough.
P01-20240203-135502-547 | roll the dough
P01-20240203-135502-548 | put the dough on the tray trying to shape it into a ball like as it's really soft, using both hands.
P01-20240203-135502-549 | Pull the edge of the dough multiple times, passing it from one hand to the other.
P01-20240203-135502-550 | Cut the dough.
P01-20240203-135502-551 | Roll the dough.
P01-20240203-135502-552 | Dip the fingers of the right hand into the plate containing oil to get some of the oil.
P01-20240203-135502-553 | Oil the palm of the hand by passing the fingers of the right hand onto the palm of the left hand.
P01-20240203-135502-554 | Roll the dough.
P01-20240203-135502-555 | Pass the dough back and forth between both hands.
P01-20240203-135502-556 | Put the dough on the tray.
P01-20240203-135502-557 | Cut the dough.
P01-20240203-135502-558 | Roll the dough.
P01-20240203-135502-559 | Try to shape the dough into a ball by pulling its ends and putting them at the bottom of the dough.
P01-20240203-135502-560 | Place the dough on the tray using both hands, again trying to shape it into a ball as it's really soft.
P01-20240203-135502-561 | Cut the dough.
P01-20240203-135502-562 | Roll the dough.
P01-20240203-135502-563 | put the dough on the tray.
P01-20240203-135502-564 | Try to shape the dough into a ball using fingers of both hands.
P01-20240203-135502-565 | Take the remaining part of the dough as it fits into one ball. No need for further cutting.
P01-20240203-135502-566 | Knead the dough.
P01-20240203-135502-567 | Roll the dough.
P01-20240203-135502-568 | Try to shape the dough into a ball by pulling the ends under the dough using both hands.
P01-20240203-135502-569 | Place the dough on the tray and again try to shape it into a ball using the fingers as it's really soft, and sticky.
P01-20240203-135502-577 | Pick up the pan containing the meat topping from the upper shelf by holding the handle with the left hand and holding the spoon that has been resting on the pan and the meat using the right hand.
P01-20240203-135502-579 | Using the fingers of the right hand, pinch some of the meat topping from the pan, holding the pan with the left hand from its handle. This is an amount of topping that is suitable to be placed on the dough.
P01-20240203-135502-580 | Place the meat topping on the first ball of dough on the top left of the tray by pushing the fingers into the dough, pressing the meat in the middle of the dough and fitting it inside the dough, so it stays there and does not fall off. Then use the fingers to just squeeze it in a little.
P01-20240203-135502-581 | Pinch another amount of meat from the pan using the right hand. The pan is being held by its handle with the left hand.
P01-20240203-135502-582 | Add the meat topping to the ball by placing it in the centre and pressing a little, then using the fingers to tap it.
P01-20240203-135502-583 | pinch some of the meat topping from the pan using the right hand.
P01-20240203-135502-584 | Put the meat topping on the second ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-585 | pick some of the meat from the pan by pinching it with the right hand
P01-20240203-135502-586 | top the meat in the second ball of dough by placing the meat in the center and pressing it slightly, gently into the dough, then using the fingers to tap it in.
P01-20240203-135502-587 | pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-588 | Add meat topping to the third ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-589 | pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-59 | pick up a pot from the lower shelf which holds inside it a plastic tupperware.
P01-20240203-135502-590 | Top the third ball of dough by pressing the meat into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-591 | Pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-592 | add meat topping to the fourth ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-593 | pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-594 | add the meat topping to the fourth ball of dough pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough, adding more meat to this ball of dough.
P01-20240203-135502-595 | pick meat from the pan using the right hand and pinching it.
P01-20240203-135502-596 | Add more meat topping to the fourth ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-597 | pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-598 | Add meat topping to the ball of dough, the fifth ball of dough, in the same way by pushing the meat topping into the center of the dough, pressing it in slightly, gently, then tapping with the fingers to fit it in place.
P01-20240203-135502-599 | Pick more meat from the pan by pinching it with the right hand.
P01-20240203-135502-6 | Remove the blade from the food processor by lifting the center plastic piece up.
P01-20240203-135502-60 | Remove the plastic tupperware from the pot using the right hand. The pot is being held with the left hand from its handle and the right hand picks the tupperware which has been sitting inside the pot. I want the tupperware and I'm returning the pot.
P01-20240203-135502-600 | Add more meat topping to the same bowl of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-601 | Move the ball of dough inside the tray slightly using the right hand to get it away from the other already topped ball of dough.
P01-20240203-135502-602 | pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-603 | Add meat topping to a new ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-604 | Pick meat from the pan in the same way.
P01-20240203-135502-605 | Add more meat topping to the same ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-606 | Pick more meat from the pan by pinching it with the right hand.
P01-20240203-135502-607 | Add more meat topping to the same ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-608 | Pick meat topping from the pan using the right hand and pinching it.
P01-20240203-135502-609 | Add meat topping to the new ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough. This is the last ball of dough in this tray.
P01-20240203-135502-61 | Return the pot into the lower shelf right side of the cupboard using the left hand.
P01-20240203-135502-610 | Gather and pick more meat topping from the pan using the right hand.
P01-20240203-135502-611 | add meat topping to the same ball of dough by pressing it into the center, pushing inside using the hand and then tapping with the fingers to ensure it stays in place slightly into the dough.
P01-20240203-135502-612 | Move to the new tray as the first tray has been fully topped, by taking a step aside and positioning the pan on top of the second tray.
P01-20240203-135502-613 | Pick meat topping from the pan using the right hand and pinching it.
P01-20240203-135502-614 | Add meat topping to the first ball of dough in the second tray, in the same way, positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-615 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-616 | Add more meat to the first ball of dough in the second tray in the same way, positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-617 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-618 | Add meat topping to a new ball of dough in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-619 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-62 | Close the cupboard.
P01-20240203-135502-620 | Add more meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-621 | pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-622 | Add meat topping to a new ball of dough in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-623 | Pick meat from the pan by pinching it with the right hand.
P01-20240203-135502-624 | Add more meat topping to the same ball of dough in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-625 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-626 | add more meat to the same ball of dough, topping it further by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-627 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-628 | Add meat topping to a new ball of dough in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-629 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-63 | Open the Tupperware. The Tupperware has two clips to the side. Using both hands, turn those clips outside, unlocking the cover of the Tupperware.
P01-20240203-135502-630 | Add meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-631 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-632 | add meat topping to a new ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-633 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-634 | Add more meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-635 | Gather some of the meat topping in the pan using the right hand and pick more meat topping from the pan.
P01-20240203-135502-636 | Add more meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-637 | pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-638 | Add meat topping to a new ball of dough in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-639 | Pick meat topping from the pan in the same way, by pinching it with the right hand.
P01-20240203-135502-64 | pick up an empty plastic cover from the countertop.
P01-20240203-135502-640 | Add more meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-641 | Pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-642 | Add meat topping to a new ball of dough in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-643 | Pick meat topping from the pan by pinching it with the right hand. The spoon that is resting inside the pan is moved as this process takes place, as the pan gets less and less full.
P01-20240203-135502-644 | Add meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-645 | Move the spoon inside the pan by picking it from the current side that has more meat and placing it on the other side of the pan which has been emptied mostly from meat. This will help at picking the remaining meat from the pan.
P01-20240203-135502-646 | gather meat in the pan and pick additional meat topping from the pan.
P01-20240203-135502-647 | Add meat topping to the same ball of dough by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-648 | Gather and pick meat topping from the pan by pinching it with the right hand.
P01-20240203-135502-649 | Add meat topping to the last ball of dough that has not been topped in the second tray by positioning the meat in the center of the ball of dough, pressing in slightly, gently, and then pressing with the fingers to fit all the topping in place.
P01-20240203-135502-65 | throw the plastic cover away as I want to get it away from the place where I'm going to weigh biscuits.
P01-20240203-135502-650 | Move the spoon again from one part of the pan to the other so that to move it away from the part of the pan that still contains meat which will be gathered next.
P01-20240203-135502-651 | Gather the remaining meat in the pan using the right hand by sliding the fingers across the surface of the pan to gather all the remaining meat topping in a corner of the pan to be able to pick it together.
P01-20240203-135502-652 | Pick the remaining meat from the pan by scooping it using the fingers.
P01-20240203-135502-653 | add the meat topping to the last topped ball of dough using the right hand.
P01-20240203-135502-654 | Hold the spoon that's inside the pan using the right hand.
P01-20240203-135502-655 | Place the pan on the counter top next to the trays using the left hand.
P01-20240203-135502-656 | Hold the handle of the spoon using the left hand and pass the fingers of the right hand around the spoon surface to gather the remaining meat that is stuck on the surface of the spoon. To add this to the topping.
P01-20240203-135502-657 | Put the topped meat inside the pan and gather all the remaining meat topping from the pan by passing the fingers around the surface of the hand. The spoon is being held with the left hand.
P01-20240203-135502-658 | Pick up the pan with the left hand.
P01-20240203-135502-659 | Scoop all the gathered meat topping from the pan using the right hand's fingers. The pan is being held with the left hand.
P01-20240203-135502-66 | Place the tupperware on the scale.
P01-20240203-135502-660 | Place all the remaining meat topping on the last ball of dough in the pan.
P01-20240203-135502-67 | remove the lid of the Tupperware and place it on the countertop as it's not needed.
P01-20240203-135502-679 | Turn off the hob under the carrot soup. The carrot soup is now ready.
P01-20240203-135502-68 | Turn on the scale by pressing on this button.
P01-20240203-135502-680 | Lift the lid off the pot of the soup of carrots, exposing the soup's content and the steam comes out of the soup.
P01-20240203-135502-684 | open the box containing the hand blender by flipping the cardboard box's lock and then pulling the top part of the box up.
P01-20240203-135502-685 | unfold the two cardboard flaps of the cardboard box to open it fully.
P01-20240203-135502-686 | Pick up the blender's piece from the cardboard box using the right hand.
P01-20240203-135502-687 | pick up the blender's motor from the cardboard using the left hand. By picking these two pieces also the wire of the blender gets picked up from the box.
P01-20240203-135502-688 | untangle the wire separating the two pieces while holding the blender's motor with the left hand and the blender's piece with the right hand.
P01-20240203-135502-689 | Attach the blender's piece to the blender's motor by holding the motor with the left hand, holding the piece with the right hand, pushing it into place and rotating clockwise to lock it into place.
P01-20240203-135502-69 | Pick up the pen from the notepad using the right hand and hold it with the right hand to prepare to write.
P01-20240203-135502-690 | following the wire of the blender hold the plug of the blender using the right hand.
P01-20240203-135502-691 | unplug another plug that's attached to the socket using the right hand. This is to empty the socket to be used for blending, as both sockets have plugs in them.
P01-20240203-135502-692 | Plug the blender into the socket by holding the plug of the blender against the socket using the right hand and pushing it into place.
P01-20240203-135502-693 | place the blender standing upright on the countertop using the left hand.
P01-20240203-135502-694 | pick up the pot containing the cooked carrot from the hob by holding the handle with the right hand. Notice that the pot contains very hot boiling water and carrots. It had just been switched off. So maintain the distance between the hand and the pot.
P01-20240203-135502-696 | put the pot on the closest burner to the blender, but keep it on the hob as it's really hot.
P01-20240203-135502-697 | Pick up the blender with the right hand.
P01-20240203-135502-698 | Dip the end of the blender into the pot with the carrot soup, preparing to blend it.
P01-20240203-135502-699 | Turn on the blender by pressing the power button of the blender using the thumb of the right hand while holding the blender itself with the right hand. So pressing the thumb while using the hand to hold the blender.
P01-20240203-135502-7 | Shake the blade on top of the food processor bowl to drop any biscuit that had stuck to it.
P01-20240203-135502-70 | Move the plastic pieces that are sitting on the notepad by sliding them out into the countertop to prepare to write the weight of the biscuits.
P01-20240203-135502-700 | Push the blender down into the soup, blending the carrots that are under the blender as you push down.
P01-20240203-135502-701 | Turn off the blender by releasing the power button that's being held with the thumb of the right hand.
P01-20240203-135502-702 | Hold the pot's handle with the left hand, move the blender in the pot and again dip it inside the pot then press the power button in and press the blender into the pot blending the part of the pot that is under the blender Then turn the blender off as you pull it up.
P01-20240203-135502-703 | Continue repeating by moving the blender while it's off into another position in the pot. Dip the end of the blender into the pot, press the power button, then press and push the blender into the pot until you reach the bottom of the pot, and then as you remove the blender from the pot, switch it off, repeating this multiple times.
P01-20240203-135502-704 | repeating this multiple times across the circular path around the pot until all the parts have been visited.
P01-20240203-135502-705 | Keeping the power on, blend and move the blender around the pot.
P01-20240203-135502-706 | Continue dipping the blender's edge, switching on, pushing into the pot, and then switching off as you remove the blender from the pot.
P01-20240203-135502-707 | Continue pressing the power button as you dip the blender in and out of the pot in various random locations to blend the remaining carrot pieces.
P01-20240203-135502-708 | Keeping the power button on and the blender's end into the soup, move the blender in circular motions around the pot to keep blending the soup.
P01-20240203-135502-709 | Switch off the blender by releasing the button.
P01-20240203-135502-710 | Move the blender around the soup, checking for any carrot pieces and moving them around without switching the blender off, just using it as if it's a spoon.
P01-20240203-135502-711 | Turn on the blender by pressing the button using the right thumb and move the blender around the pot in circular fashion to blend the remainder of the soup into a smooth mixture.
P01-20240203-135502-712 | turn off the blender by releasing the button using the right hand's thumb.
P01-20240203-135502-713 | Raise the blender, removing its head out of the pot.
P01-20240203-135502-714 | Start the blender again by pressing the button and dip the head of the blender again into the pot, moving it around to continue to blend the soup, in circular quick clockwise motion.
P01-20240203-135502-715 | Turn off the blender by releasing the button.
P01-20240203-135502-716 | Turn on the blender by pressing the button, lift and dip the blender and continue blending moving the blender around the pot, in circular motions.
P01-20240203-135502-717 | Stop the blender by releasing the button.
P01-20240203-135502-718 | Move the blender from the right hand to the left hand. As the right hand is slightly tired, the left hand can be used now to blend.
P01-20240203-135502-719 | Turn on the blender by pressing the button using the thumb of the left hand and moving the blender around the soup in the pot.
P01-20240203-135502-72 | tear one paper out of the notepad using the right hand.
P01-20240203-135502-720 | Hold the handle of the pot using the right hand.
P01-20240203-135502-721 | Turn off the blender by releasing the button.
P01-20240203-135502-722 | Hold the blender again with the right hand, moving it from the left hand to the right hand. And hold the handle of the pot with the left hand.
P01-20240203-135502-723 | Turn on the blender by pressing the button and move the blender around the soup in the pot by rotating the blender in circular motions.
P01-20240203-135502-724 | Turn off the blender by releasing the button.
P01-20240203-135502-725 | Turn on the blender again by pressing the button and rotating the blender around the soup in circular motion. This is to cover all the soup and any remaining unblended carrot pieces.
P01-20240203-135502-726 | Turn off the blender by releasing the button.
P01-20240203-135502-727 | rest the blender in the pan, keeping it upright by making it steady around its base inside the pan.
P01-20240203-135502-74 | Write the recipe's ingredient on the notepad using the pen.
P01-20240203-135502-75 | Put down the pen on the notepad.
P01-20240203-135502-76 | Press the button of the scale again to set it to 0.
P01-20240203-135502-762 | Pick up the bag of coriander from the countertop using the right hand.
P01-20240203-135502-763 | open a plastic bag containing coriander by holding the two sides of the bag with both hands and pulling it out. Most of the action is off-screen but you can hear the sound.
P01-20240203-135502-77 | Pick up the white bowl with crushed biscuits inside it using both hands.
P01-20240203-135502-770 | pick up the plastic bag of coriander from the countertop.
P01-20240203-135502-771 | Check the back to see if the coriander has already been washed, by reading what's written on the back.
P01-20240203-135502-772 | Then check inside the bag by putting the hand into the bag to see the coriander inside. At this point I decided I want to wash the coriander.
P01-20240203-135502-775 | pickup a strainer from the lower shelf of the cupboard amongst a pile of pots and pans, pulling it from the midst of the pile. So you can hear the sound of the pots in the rest of the pile fall into place.
P01-20240203-135502-777 | insert the right hand into the bag that is on the countertop to retrieve some of the coriander inside it. Rotating the bag around 90 degrees while on the countertop in the process.
P01-20240203-135502-778 | Get a handful of coriander from the bag using the right hand.
P01-20240203-135502-779 | Throw the coriander into the strainer that is being held with the left hand from its handle.
P01-20240203-135502-78 | Position the bowl on top of the tupperware that is on top of the scale and tilt it to pour the crushed biscuits from it.
P01-20240203-135502-780 | get another handful of coriander from the bag using the right hand. In doing so, some of the coriander actually falls on the countertop.
P01-20240203-135502-781 | throw the additional coriander inside the strainer.
P01-20240203-135502-782 | gather and pick up the few coriander leaves that had fallen on the countertop using the right hand, moving accidentally the box of the blender, the empty box of the blender to access the space.
P01-20240203-135502-783 | throw these gathered leaves again into the strainer. All the coriander is now into the strainer to be washed.
P01-20240203-135502-784 | Position the coriander under the nozzle of the tap.
P01-20240203-135502-785 | open the tap to rinse the coriander, the strainer is being held with the left hand with the coriander inside it, the right hand is rubbing the coriander as the water falls into it to rinse it and wash it, clearing it from any dirt. And because the coriander is on the strainer, all the washing water is basically falling off from the strainer into the sink.
P01-20240203-135502-786 | Close the tap.
P01-20240203-135502-787 | Lift the coriander from the strainer using the right hand and drop it again as a way of shaking excess water off it. The strainer is being held with the left hand and the right hand is basically pulling and dropping the coriander into the strainer.
P01-20240203-135502-788 | Put the strainer on the counter top next to the chopping board to prepare to chop the washed coriander.
P01-20240203-135502-789 | Pick some coriander from the strainer and using both hands separate the stem from the leaves, placing the leaves on the chopping board and returning the stem to the strainer to discard it.
P01-20240203-135502-79 | pour crushed biscuits from the white bowl into the Tupperware to weigh the biscuit, shaking the Tupperware while pouring to help control the flow of the biscuits.
P01-20240203-135502-790 | Pick more coriander from the strainer and again separate the stem from the leaves, putting the leaves on the chopping board and returning the stem to the strainer. Some effort is needed to actually separate the leaves from the stem, so this is done with a bit of force.
P01-20240203-135502-791 | Pick up more coriander from the strainer and separate leaves from stem, putting leaves on the chopping board.
P01-20240203-135502-792 | Pick up more coriander from the strainer separating the leaves from the stems and putting the leaves on the chopping board.
P01-20240203-135502-793 | Pick up just leaves from the strainer, check them and put them on the chopping board.
P01-20240203-135502-794 | Pick up more coriander from the strainer, separate the stem from the leaves, put the leaves on the chopping board and the stem in the strainer.
P01-20240203-135502-795 | Pick up more coriander from the strainer separating the leaves from the stem and putting the leaves on the chopping board.
P01-20240203-135502-796 | pick up coriander from the strainer, separating the leaves from the stem, putting the leaves on the chopping board.
P01-20240203-135502-797 | Pick up a bunch of leaves from the strainer, holding the leaves with the left hand, and cutting out the stem with the right hand, multiple stems, one after the other, dropping them into the strainer. Then the whole bunch of leaves is placed on the chopping board.
P01-20240203-135502-8 | hit the blade against the rim of the bowl again to drop any biscuits that had stuck to it.
P01-20240203-135502-80 | As the Tupperware is mostly full, stop pouring biscuits.
P01-20240203-135502-800 | Pick up a knife from the cutlery tray in the drawer.
P01-20240203-135502-801 | chop the leaves of the coriander that are on the chopping board using the knife, holding bits and pieces of the leaves, gathering them together with the left hand, and then cutting them with the right hand in one sawing-like motion, repeating the process as you gather different leaves, coarsely chopping the coriander into smaller pieces, going across the chopping board from the right to the left gathering more coriander and then coarsely chopping it.
P01-20240203-135502-802 | gather the coarsely chopped coriander again into the center of the chopping board using both the knife and the hand, just gathering it closely so that you can do another round of coarse chopping.
P01-20240203-135502-803 | Again, gather and chop the coriander coarsely, collecting it with the left hand and chopping with the right hand, going across the chopping board from right to left.
P01-20240203-135502-804 | Once again, gather the coriander to the center of the chopping board by sliding the knife on the chopping board to gather coriander as well as the left hand.
P01-20240203-135502-805 | Coarsely chop the gathered coriander by holding bunches of the coriander with the left hand and sliding with the right hand. Chopping the coriander a bit finer but still coarse.
P01-20240203-135502-808 | Hold the blender that has been resting inside the pot with the right hand.
P01-20240203-135502-809 | Turn on the blender by pressing the button, power button on it with the thumb of the right hand.
P01-20240203-135502-81 | Carry and shake the Tupperware to spread the biscuits evenly inside it and return it to the scale.
P01-20240203-135502-810 | Move the coriander in circular motions around the pot to blend the soup further while the power button is switched on, basically blending and stirring the content of the pot.
P01-20240203-135502-82 | Once again, tilt the white bowl on top of the tupperware to pour the remaining biscuits from it.
P01-20240203-135502-820 | Pick up the chopping board with the chopped coriander from the countertop using the left hand.
P01-20240203-135502-821 | Pick up the knife from the countertop using the right hand.
P01-20240203-135502-822 | Position the chopping board on top of the pot that is on the hob, holding it with the left hand.
P01-20240203-135502-823 | slide the fresh chopped coriander from the chopping board into the pot with carrot soup, using the knife with the right hand to slide the coriander passing it across the chopping board from top to bottom and also from right to left. So multiple times sliding the complete set of chopped coriander into the soup.
P01-20240203-135502-824 | Pass the blade of the knife on the rim of the pot on both sides, first side and second side, basically dropping any stuck coriander onto the knife into the soup.
P01-20240203-135502-826 | Pick up the spatula from the plate next to the countertop using the right hand.
P01-20240203-135502-827 | holding the pot with the left hand, stir the content of the pot, mixing the carrot soup with a fresh coriander, using a spatula by rotating the spatula in circular motions clockwise in the pot.
P01-20240203-135502-83 | Pour the biscuits carefully into the Tupperware, shaking the bowl to control the flow and ensuring the Tupperware still has capacity to hold the additional biscuits. The biscuits are piling so the Tupperware is mostly full, hence the controlled pouring to ensure it doesn't fall on the countertop.
P01-20240203-135502-831 | Pick up a bowl from the second shelf of the cupboard using the right hand.
P01-20240203-135502-836 | pick up the ladle that is on top of the pile of things in the second drawer using the left hand, holding it from its handle.
P01-20240203-135502-838 | Pick up the bowl from the countertop using the left hand.
P01-20240203-135502-839 | scoop soup from the pot using the ladle, holding the ladle's handle with the right hand.
P01-20240203-135502-84 | Touch the inside of the bowl with the right hand to drop any remaining biscuits into the Tupperware.
P01-20240203-135502-840 | Turn the handle around by effectively dropping what you've scooped back into the pot.
P01-20240203-135502-841 | Once again, scoop some of the soup using the ladle.
P01-20240203-135502-842 | pour the scooped carrot soup from the ladle into the bowl, holding the ladle with the right hand and the bowl with the left hand.
P01-20240203-135502-843 | Stir the content of the pot, stirring the soup effectively, using the ladle once by moving in circular motion.
P01-20240203-135502-844 | Scoop more soup from the pot using the ladle.
P01-20240203-135502-845 | pour the scooped soup from the ladle into the pot. Basically serving the soup.
P01-20240203-135502-85 | pick up the pen from the notepad,
P01-20240203-135502-854 | Pick up the spoon again from the cutlery tray.
P01-20240203-135502-856 | Put the spoon in the bowl, effectively dipping it inside the soup.
P01-20240203-135502-857 | Carry the bowl filled with soup and the spoon inside it using both hands. The soup has been served and next is eating it.
P01-20240203-135502-86 | write the weight of the biscuits from the scale onto the notepad using the pen.
P01-20240203-135502-87 | Put down the pen on the notepad.
P01-20240203-135502-88 | pick up the Tupperware from the scale and hold it with the right hand.
P01-20240203-135502-89 | Place the white Tupperware on the scale,  the Tupperware is now empty.
P01-20240203-135502-9 | Position the blade on top of the white bowl with the crushed biscuits to deassemble it, removing the blade from the center white piece, holding the blade carefully from the centerpiece using the right hand and the plastic piece with the left hand, then rotating these in opposite directions to deassemble it. The process takes several iterations as it requires a bit of force and being very careful not to touch the blade.
P01-20240203-135502-90 | Reset the button of the scale to 0. I aim to weigh the biscuits again to check the numbers.
P01-20240203-135502-91 | Position the Tupperware on top of the bowl and tilt it to pour the biscuits from it into the large bowl. Here the pouring is less careful as the Tupperware is smaller than the bowl and the bowl is large enough to hold all the content of the biscuits and Tupperware.
P01-20240203-135502-92 | Hit the tupperware on its side using the hand to drop any biscuits that are stuck to it into the bowl.
P01-20240203-135502-93 | Put down the Tupperware on the countertop.
P01-20240203-135502-94 | Having confirmed the measurement, the weight of the biscuits is the same as what's written on the notepad. Looking at the scale, remove the bowl off the scale and place it on the countertop.
P01-20240203-135502-95 | Pick up the pen from the notepad.
P01-20240203-135502-96 | Write the second ingredient, the butter, which is to be weighed on the notepad.
P01-20240203-135502-97 | Pick up the pot from the burner to use it to weigh the butter.
P01-20240203-135502-98 | Place the pot on the scale.
P01-20240203-135502-99 | Press the button on the scale to reset the scale.
